x,450mg
68.112,36.0846678
115.92,47.6519796
163.776,52.113906
211.656,46.7601753
332.256,43.360474
498.888,46.3147573
669.096,45.4452239
837.528,45.8722442
1006.008,40.1970379
1341.168,31.9016118
1676.328,24.0390158
2015.064,17.7760514
2687.16,10.7316689
3360.96,8.4755299
4029.48,5.5435175
4701.552,3.96538216
5373.576,2.91797205
